movies_title(3, FourRooms1995)
movies_title(1498, FarmerChase1995)
movies_title(1499, GrosseFatigue1994)
movies_title(1522, TrialbyJury1994)
movies_title(1500, SantawithMuscles1996)
movies_title(1504, BewegteMannDer1994)
movies_title(1507, ThreeLivesandOnlyOneDeath1996)
movies_title(1506, NellyMonsieurArnaud1995)
movies_title(1512, WorldofApuTheApurSansar1959)
movies_title(1514, DreamWiththeFishes1997)
movies_title(1516, WeddingGiftThe1994)
movies_title(1517, RacetheSun1996)
movies_title(1518, LosingIsaiah1995)
movies_title(1524, KasparHauser1993)
movies_title(1528, Nowhere1997)
movies_title(1530, JeffersoninParis1995)
movies_title(1532, ForeignStudent1994)
movies_title(1505, KillerAJournalofMurder1995)
movies_title(1483, ManintheIronMaskThe1998)
movies_title(1537, Cosi1996)
movies_title(1533, IDontWanttoTalkAboutItDeesonosehabla1993)
movies_title(1535, EnferL1994)
movies_title(1544, ItTakesTwo1995)
movies_title(1552, HuntedThe1995)
movies_title(1550, DestinyTurnsontheRadio1995)
movies_title(1549, DreamMan1995)
movies_title(1579, BatonRouge1988)
movies_title(1553, UnderneathThe1995)
movies_title(1548, TheCourtyard1995)
movies_title(1567, Careful1992)
movies_title(1570, QuartierMozart1992)
movies_title(1536, Aiqingwansui1994)
movies_title(1538, AllOverMe1997)
movies_title(1539, BeingHuman1993)
movies_title(1541, BeansofEgyptMaineThe1994)
movies_title(1542, ScarletLetterThe1926)
movies_title(1543, Johns1996)
movies_title(1601, OfficeKiller1997)
movies_title(1621, ButterflyKiss1995)
movies_title(1589, Schizopolis1996)
movies_title(1593, DeathinBrunswick1991)
movies_title(1600, Guantanamera1994)
movies_title(1624, Hush1998)
movies_title(1625, Nightwatch1997)
movies_title(1598, CityofIndustry1997)
movies_title(1595, Shopping1994)
movies_title(1605, LoveSerenade1996)
movies_title(1609, BAPS1997)
movies_title(1584, SymphoniepastoraleLa1946)
movies_title(1590, ToHaveorNot1995)
movies_title(1591, Duoluotianshi1995)
movies_title(1592, MagicHourThe1998)
movies_title(1599, SomeoneElsesAmerica1995)
movies_title(1602, PriceAboveRubiesA1998)
movies_title(1603, Angela1995)
movies_title(1607, HurricaneStreets1998)
movies_title(1616, DesertWinds1995)
movies_title(1619, AllThingsFair1996)
movies_title(1623, CrmonieLa1995)
movies_title(1628, Lamerica1994)
movies_title(1630, SilenceofthePalaceTheSaimtelQusur1994)
movies_title(1639, BitterSugarAzucarAmargo1996)
movies_title(1640, EighthDayThe1996)
movies_title(1642, SomeMothersSon1996)
movies_title(1643, AngelBaby1995)
movies_title(1644, SuddenManhattan1996)
movies_title(472, Dragonheart1996)
movies_title(1645, ButcherBoyThe1998)
movies_title(1673, Mirage1995)
movies_title(1654, ChairmanoftheBoard1998)
movies_title(1659, GettingAwayWithMurder1996)
movies_title(1664, 8HeadsinaDuffelBag1997)
movies_title(1668, WeddingBellBlues1996)
movies_title(1681, YouSoCrazy1994)
movies_title(1648, NiagaraNiagara1997)
movies_title(1650, ButcherBoyThe1998)
movies_title(1653, EntertainingAngelsTheDorothyDayStory1996)
movies_title(1658, SubstanceofFireThe1996)
movies_title(1660, SmallFaces1995)
movies_title(1036, DropDeadFred1991)
movies_title(657, ManchurianCandidateThe1962)
movies_title(673, CapeFear1962)
movies_title(575, CitySlickersIITheLegendofCurlysGold1994)
movies_title(1000, LightningJack1994)
movies_title(892, Flubber1997)
movies_title(1004, GeronimoAnAmericanLegend1993)
movies_title(1422, Suture1993)
movies_title(97, DanceswithWolves1990)
movies_title(654, Chinatown1974)
movies_title(408, CloseShaveA1995)
movies_title(177, GoodTheBadandTheUglyThe1966)
movies_title(832, Bogus1996)
movies_title(642, GriftersThe1990)
movies_title(1615, WarriorsofVirtue1997)
movies_title(691, DarkCity1998)
movies_title(653, TouchofEvil1958)
movies_title(656, M1931)
movies_title(489, Notorious1946)
movies_title(232, YoungGuns1988)
movies_title(1188, YoungGunsII1990)
movies_title(51, LegendsoftheFall1994)
movies_title(1366, JLGJLG-autoportraitdedcembre1994)
movies_title(1561, TigreroAFilmThatWasNeverMade1994)
movies_title(1649, BigOneThe1997)
movies_title(820, SpaceJam1996)
movies_title(422, AladdinandtheKingofThieves1996)
movies_title(362, BluesBrothers20001998)
movies_title(50, StarWars1977)
movies_title(356, ClientThe1994)
movies_title(328, ConspiracyTheory1997)
movies_title(945, Charade1963)
movies_title(342, ManWhoKnewTooLittleThe1997)
movies_title(241, LastoftheMohicansThe1992)
movies_title(502, Bananas1971)
movies_title(180, ApocalypseNow1979)
movies_title(719, CanadianBacon1994)
movies_title(513, ThirdManThe1949)
movies_title(334, UTurn1997)
movies_title(350, Fallen1998)
movies_title(302, LAConfidential1997)
movies_title(190, HenryV1989)
movies_title(199, BridgeontheRiverKwaiThe1957)
movies_title(205, Patton1970)
movies_title(214, PinkFloyd-TheWall1982)
movies_title(521, DeerHunterThe1978)
movies_title(1204, ToBeorNottoBe1942)
movies_title(564, TalesfromtheHood1995)
movies_title(859, AprilFoolsDay1986)
movies_title(569, Wolf1994)
movies_title(565, VillageoftheDamned1995)
movies_title(788, RelativeFear1994)
movies_title(452, Jaws21978)
movies_title(453, Jaws3-D1983)
movies_title(668, BloodBeach1981)
movies_title(121, IndependenceDayID41996)
movies_title(784, BeyondBedlam1993)
movies_title(250, FifthElementThe1997)
movies_title(1419, HighlanderIIITheSorcerer1994)
movies_title(834, HalloweenTheCurseofMichaelMyers1995)
movies_title(860, BelieversThe1987)
movies_title(895, Scream21997)
movies_title(931, IslandofDrMoreauThe1996)
movies_title(573, BodySnatchers1993)
movies_title(670, BodySnatchers1993)
movies_title(307, DevilsAdvocateThe1997)
movies_title(239, Sneakers1992)
movies_title(423, ETtheExtra-Terrestrial1982)
movies_title(135, 2001ASpaceOdyssey1968)
movies_title(1198, PurpleNoon1960)
movies_title(95, Aladdin1992)
movies_title(39, StrangeDays1995)
movies_title(1618, KingofNewYork1990)
movies_title(1106, NewtonBoysThe1998)
movies_title(1610, TruthorConsequencesNM1997)
movies_title(1604, HeWalkedbyNight1948)
movies_title(770, DevilinaBlueDress1995)
movies_title(1156, Cyclo1995)
movies_title(400, LittleRascalsThe1994)
movies_title(415, AppleDumplingGangThe1975)
movies_title(419, MaryPoppins1964)
movies_title(843, ShaggyDogThe1959)
movies_title(1003, ThatDarnCat1997)
movies_title(1444, ThatDarnCat1965)
movies_title(1519, NewJerseyDrive1995)
movies_title(1669, MURDERandmurder1996)
movies_title(416, OldYeller1957)
movies_title(417, ParentTrapThe1961)
movies_title(1104, Cestarrivprsdechezvous1992)
movies_title(1462, ThievesVoleursLes1996)
movies_title(1208, KissofDeath1995)
movies_title(1478, DeadPresidents1995)
movies_title(1213, GuiltyasSin1993)
movies_title(55, ProfessionalThe1994)
movies_title(278, BedofRoses1996)
movies_title(206, Akira1988)
movies_title(576, Cliffhanger1993)
movies_title(230, StarTrekIVTheVoyageHome1986)
movies_title(280, UpCloseandPersonal1996)
movies_title(608, Spellbound1945)
movies_title(252, LostWorldJurassicParkThe1997)
movies_title(151, WillyWonkaandtheChocolateFactory1971)
movies_title(283, Emma1996)
movies_title(306, MrsBrownHerMajestyMrsBrown1997)
movies_title(286, EnglishPatientThe1996)
movies_title(483, Casablanca1942)
movies_title(704, HouseoftheSpiritsThe1993)
movies_title(993, Hercules1997)
movies_title(69, ForrestGump1994)
movies_title(284, TinCup1996)
movies_title(709, StrictlyBallroom1992)
movies_title(714, Carrington1995)
movies_title(716, HomefortheHolidays1995)
movies_title(724, CircleofFriends1995)
movies_title(727, ImmortalBeloved1994)
movies_title(730, QueenMargotReineMargotLa1994)
movies_title(311, WingsoftheDoveThe1997)
movies_title(886, LifeLessOrdinaryA1997)
movies_title(749, MatchMakerThe1997)
movies_title(764, IfLucyFell1996)
movies_title(765, Boomerang1992)
movies_title(733, GoFish1994)
movies_title(875, ShesSoLovely1997)
movies_title(921, FarewellMyConcubine1993)
movies_title(949, HowtoMakeanAmericanQuilt1995)
movies_title(990, AnnaKarenina1997)
movies_title(1050, GhostandMrsMuirThe1947)
movies_title(1160, LoveValourCompassion1997)
movies_title(1129, ChungkingExpress1994)
movies_title(1290, CountryLife1994)
movies_title(1297, LoveAffair1994)
movies_title(1299, PennySerenade1941)
movies_title(1300, TilThereWasYou1997)
movies_title(1315, InventingtheAbbotts1997)
movies_title(1400, PictureBride1995)
movies_title(1406, WhenNightIsFalling1995)
movies_title(775, SomethingtoTalkAbout1995)
movies_title(148, GhostandtheDarknessThe1996)
movies_title(229, StarTrekIIITheSearchforSpock1984)
movies_title(254, BatmanRobin1997)
movies_title(247, TurboAPowerRangersMovie1997)
movies_title(374, MightyMorphinPowerRangersTheMovie1995)
movies_title(373, JudgeDredd1995)
movies_title(380, StarTrekGenerations1994)
movies_title(797, Timecop1994)
movies_title(829, Fled1996)
movies_title(1215, BarbWire1996)
movies_title(101, HeavyMetal1981)
movies_title(24, RumbleintheBronx1995)
movies_title(398, SuperMarioBros1993)
movies_title(755, Jumanji1995)
movies_title(1076, PagemasterThe1994)
movies_title(92, TrueRomance1993)
movies_title(498, AfricanQueenThe1951)
movies_title(181, ReturnoftheJedi1983)
movies_title(1458, DamselinDistressA1937)
movies_title(1521, MrWonderful1993)
movies_title(1525, ObjectofMyAffectionThe1998)
movies_title(411, NuttyProfessorThe1996)
movies_title(560, KidinKingArthursCourtA1995)
movies_title(110, OperationDumboDrop1995)
movies_title(173, PrincessBrideThe1987)
movies_title(231, BatmanReturns1992)
movies_title(385, TrueLies1994)
movies_title(1485, ColonelChabertLe1994)
movies_title(1680, SlidingDoors1998)
movies_title(172, EmpireStrikesBackThe1980)
movies_title(403, Batman1989)
movies_title(840, LastManStanding1996)
movies_title(809, RisingSun1993)
movies_title(803, HeavenEarth1993)
movies_title(806, MenaceIISociety1993)
movies_title(313, Titanic1997)
movies_title(1239, CutthroatIsland1995)
movies_title(53, NaturalBornKillers1994)
movies_title(2, GoldenEye1995)
movies_title(333, GameThe1997)
movies_title(720, FirstKnight1995)
movies_title(54, Outbreak1995)
movies_title(329, DesperateMeasures1998)
movies_title(331, EdgeThe1997)
movies_title(355, Sphere1998)
movies_title(336, PlayingGod1997)
movies_title(361, Incognito1997)
movies_title(349, HardRain1998)
movies_title(603, RearWindow1954)
movies_title(597, Eraser1996)
movies_title(583, RomeoIsBleeding1993)
movies_title(607, Rebecca1940)
movies_title(761, NickofTime1995)
movies_title(916, LostinSpace1998)
movies_title(332, KisstheGirls1997)
movies_title(348, DesperateMeasures1998)
movies_title(771, JohnnyMnemonic1995)
movies_title(930, ChainReaction1996)
movies_title(983, RichMansWifeThe1996)
movies_title(984, ShadowConspiracy1997)
movies_title(986, Turbulence1997)
movies_title(987, Underworld1997)
movies_title(978, HeavensPrisoners1996)
movies_title(982, MaximumRisk1996)
movies_title(976, Solo1996)
movies_title(1016, ConAir1997)
movies_title(1105, Firestorm1998)
movies_title(1089, Speed2CruiseControl1997)
movies_title(1596, Nemesis2Nebula1995)
movies_title(176, Aliens1986)
movies_title(183, Alien1979)
movies_title(1679, BMonkey1998)
movies_title(33, Desperado1995)
movies_title(358, Spawn1997)
movies_title(830, Power981995)
movies_title(825, ArrivalThe1996)
movies_title(827, Daylight1996)
movies_title(831, EscapefromLA1996)
movies_title(802, HardTarget1993)
movies_title(748, SaintThe1997)
movies_title(751, TomorrowNeverDies1997)
movies_title(1, ToyStory1995)
movies_title(49, IQ1994)
movies_title(63, SantaClauseThe1994)
movies_title(70, FourWeddingsandaFuneral1994)
movies_title(261, AirBud1997)
movies_title(91, NightmareBeforeChristmasThe1993)
movies_title(81, HudsuckerProxyThe1994)
movies_title(83, MuchAdoAboutNothing1993)
movies_title(88, SleeplessinSeattle1993)
movies_title(73, Maverick1994)
movies_title(80, HotShotsPartDeux1993)
movies_title(123, FrightenersThe1996)
movies_title(109, MysteryScienceTheater3000TheMovie1996)
movies_title(152, Sleeper1973)
movies_title(138, D3TheMightyDucks1996)
movies_title(139, LoveBugThe1969)
movies_title(189, GrandDayOutA1992)
movies_title(194, StingThe1973)
movies_title(186, BluesBrothersThe1980)
movies_title(208, YoungFrankenstein1974)
movies_title(1556, ConditionRed1995)
movies_title(1559, HostileIntentions1994)
movies_title(171, Delicatessen1991)
movies_title(204, BacktotheFuture1985)
movies_title(202, GroundhogDay1993)
movies_title(201, EvilDeadII1987)
movies_title(255, MyBestFriendsWedding1997)
movies_title(259, GeorgeoftheJungle1997)
movies_title(256, WhentheCatsAwayChacuncherchesonchat1996)
movies_title(407, SpyHard1996)
movies_title(410, Kingpin1996)
movies_title(412, VeryBradySequelA1996)
movies_title(414, MyFavoriteYear1982)
movies_title(381, MurielsWedding1994)
movies_title(402, Ghost1990)
movies_title(396, SerialMom1994)
movies_title(377, Heavyweights1994)
movies_title(383, FlintstonesThe1994)
movies_title(394, RadiolandMurders1994)
movies_title(388, BeverlyHillsCopIII1994)
movies_title(391, LastActionHero1993)
movies_title(399, ThreeMusketeersThe1993)
movies_title(477, Matilda1996)
movies_title(486, Sabrina1954)
movies_title(482, SomeLikeItHot1959)
movies_title(487, RomanHoliday1953)
movies_title(495, AroundtheWorldin80Days1956)
movies_title(480, NorthbyNorthwest1959)
movies_title(514, AnnieHall1977)
movies_title(490, ToCatchaThief1955)
movies_title(623, AngelsintheOutfield1994)
movies_title(648, QuietManThe1952)
movies_title(687, McHalesNavy1997)
movies_title(702, Barcelona1994)
movies_title(853, Braindead1992)
movies_title(854, BadTaste1987)
movies_title(894, HomeAlone31997)
movies_title(878, ThatDarnCat1997)
movies_title(862, JingleAlltheWay1996)
movies_title(866, Michael1996)
movies_title(869, FoolsRushIn1997)
movies_title(1002, PestThe1997)
movies_title(965, FunnyFace1957)
movies_title(971, Mediterraneo1991)
movies_title(996, BigGreenThe1995)
movies_title(988, BeauticianandtheBeastThe1997)
movies_title(1035, CoolRunnings1993)
movies_title(1043, Rent-a-Kid1995)
movies_title(1047, Multiplicity1996)
movies_title(1049, HouseArrest1996)
movies_title(1051, AssociateThe1996)
movies_title(1054, MrWrong1996)
movies_title(1057, PallbearerThe1996)
movies_title(1052, DraculaDeadandLovingIt1995)
movies_title(1028, GrumpierOldMen1995)
movies_title(1040, TwoifbySea1996)
movies_title(1041, ForgetParis1995)
movies_title(1092, DearGod1996)
movies_title(1093, LiveNudeGirls1995)
movies_title(1094, ThinLineBetweenLoveandHateA1996)
movies_title(1095, HighSchoolHigh1996)
movies_title(1098, FlirtingWithDisaster1996)
movies_title(1072, PyromaniacsLoveStoryA1995)
movies_title(1079, JoesApartment1996)
movies_title(1110, TankGirl1995)
movies_title(1177, DunstonChecksIn1996)
movies_title(1178, MajorPayne1994)
movies_title(1179, ManoftheHouse1995)
movies_title(1182, CopsandRobbersons1994)
movies_title(1202, MaybeMaybeNotBewegteMannDer1994)
movies_title(1206, AmosAndrew1993)
movies_title(1209, MixedNuts1994)
movies_title(1180, ILoveTrouble1994)
movies_title(1181, LowDownDirtyShameA1994)
movies_title(1185, IntheArmyNow1994)
movies_title(1199, CemeteryManDellamorteDellamore1994)
movies_title(1190, ThatOldFeeling1997)
movies_title(1203, TopHat1935)
movies_title(1183, CowboyWayThe1994)
movies_title(1242, OldLadyWhoWalkedintheSeaTheVieillequimarchaitdanslamerLa1991)
movies_title(1249, ForLoveorMoney1993)
movies_title(1251, AChefinLove1996)
movies_title(1254, GoneFishin1997)
movies_title(1258, TrialandError1997)
movies_title(1259, PieintheSky1995)
movies_title(1301, Stripes1981)
movies_title(1302, LateBloomers1996)
movies_title(1305, NationalLampoonsSeniorTrip1995)
movies_title(1298, BandWagonThe1953)
movies_title(1269, LoveintheAfternoon1957)
movies_title(1349, Millebolleblu1993)
movies_title(1351, LoversKnot1996)
movies_title(1356, EdsNextMove1996)
movies_title(1360, SexualLifeoftheBelgiansThe1994)
movies_title(1361, SearchforOne-eyeJimmyThe1996)
movies_title(1371, MachineThe1994)
movies_title(1336, Kazaam1996)
movies_title(1377, HoteldeLove1996)
movies_title(1385, RoseannasGraveForRoseanna1997)
movies_title(1461, HereComesCookie1935)
movies_title(1463, BoysLes1997)
movies_title(1479, Reckless1995)
movies_title(1452, LadyofBurlesque1943)
movies_title(1472, VisitorsTheVisiteursLes1993)
movies_title(1480, HerbieRidesAgain1974)
movies_title(1474, NinaTakesaLover1994)
movies_title(1509, GettingEvenwithDad1994)
movies_title(1511, ChildrenoftheRevolution1996)
movies_title(1513, Sprung1997)
movies_title(1527, Senseless1998)
movies_title(1484, JerkyBoysThe1994)
movies_title(1496, Carpool1996)
movies_title(1487, EvenCowgirlsGettheBlues1993)
movies_title(1502, NakedinNewYork1994)
movies_title(1534, TwinTown1997)
movies_title(1568, VermontIsForLovers1992)
movies_title(1611, IntimateRelations1996)
movies_title(1620, SixthManThe1997)
movies_title(1622, ParisFrance1993)
movies_title(72, MaskThe1994)
movies_title(1655, FavorThe1994)
movies_title(1656, LittleCity1998)
movies_title(1670, Tainted1998)
movies_title(1032, LittleBigLeague1994)
movies_title(29, BatmanForever1995)
movies_title(17, FromDuskTillDawn1996)
movies_title(732, Dave1993)
movies_title(90, SoIMarriedanAxeMurderer1993)
movies_title(781, FrenchKiss1995)
movies_title(783, MilkMoney1994)
movies_title(785, OnlyYou1994)
movies_title(786, PerezFamilyThe1995)
movies_title(873, PicturePerfect1997)
movies_title(938, SmileLikeYoursA1997)
movies_title(948, BootyCall1997)
movies_title(1048, ShestheOne1996)
movies_title(1037, Grease21982)
movies_title(1102, TwoMuch1996)
movies_title(1155, RendezvousinParisRendez-vousdeParisLes1995)
movies_title(1219, GoofyMovieA1995)
movies_title(1286, ShallWeDance1937)
movies_title(235, MarsAttacks1996)
movies_title(184, ArmyofDarkness1993)
movies_title(257, MeninBlack1997)
